"subj" "group" "tree" "cat" "rt"
"s24" "gr1" "target" "hit" 625
"s24" "gr1" "target" "hit" 991
"s24" "gr1" "target" "miss" 1180
"s24" "gr1" "target" "hit" 462
"s24" "gr1" "target" "miss" 909
"s24" "gr1" "target" "hit" 674
"s24" "gr1" "target" "hit" 531
"s24" "gr1" "target" "hit" 623
"s24" "gr1" "target" "hit" 684
"s24" "gr1" "target" "hit" 497
"s24" "gr1" "target" "hit" 527
"s24" "gr1" "target" "hit" 921
"s24" "gr1" "target" "miss" 418
"s24" "gr1" "target" "hit" 915
"s24" "gr1" "target" "hit" 479
"s24" "gr1" "target" "hit" 1084
"s24" "gr1" "target" "hit" 561
"s24" "gr1" "target" "hit" 444
"s24" "gr1" "target" "hit" 1339
"s24" "gr1" "target" "hit" 508
"s24" "gr1" "target" "hit" 543
"s24" "gr1" "lure" "c_r" 708
"s24" "gr1" "lure" "c_r" 886
"s24" "gr1" "lure" "f_a" 859
"s24" "gr1" "lure" "c_r" 777
"s24" "gr1" "lure" "c_r" 820
"s24" "gr1" "lure" "c_r" 1368
"s24" "gr1" "lure" "c_r" 661
"s24" "gr1" "lure" "c_r" 1057
"s24" "gr1" "lure" "f_a" 1316
"s24" "gr1" "lure" "c_r" 767
"s24" "gr1" "lure" "c_r" 931
"s24" "gr1" "lure" "c_r" 514
"s24" "gr1" "lure" "c_r" 915
"s24" "gr1" "lure" "c_r" 858
"s24" "gr1" "lure" "c_r" 688
"s24" "gr1" "lure" "c_r" 1439
"s24" "gr1" "lure" "c_r" 918
"s24" "gr1" "lure" "f_a" 1599
"s24" "gr1" "lure" "f_a" 966
"s24" "gr1" "lure" "f_a" 1032
"s24" "gr1" "lure" "c_r" 1048
"s24" "gr1" "lure" "c_r" 862
"s24" "gr1" "lure" "c_r" 951
"s24" "gr1" "lure" "c_r" 602
"s24" "gr1" "lure" "c_r" 1072
"s24" "gr1" "lure" "c_r" 1028
"s24" "gr1" "lure" "f_a" 754
"s24" "gr1" "lure" "c_r" 800
"s24" "gr1" "lure" "c_r" 1082
"s24" "gr1" "lure" "c_r" 883
"s25" "gr1" "target" "hit" 874
"s25" "gr1" "target" "miss" 440
"s25" "gr1" "target" "hit" 791
"s25" "gr1" "target" "hit" 695
"s25" "gr1" "target" "hit" 617
"s25" "gr1" "target" "hit" 616
"s25" "gr1" "target" "hit" 1010
"s25" "gr1" "target" "hit" 947
"s25" "gr1" "target" "hit" 526
"s25" "gr1" "target" "miss" 467
"s25" "gr1" "target" "hit" 582
"s25" "gr1" "target" "miss" 685
"s25" "gr1" "target" "miss" 523
"s25" "gr1" "target" "hit" 516
"s25" "gr1" "target" "miss" 714
"s25" "gr1" "target" "miss" 609
"s25" "gr1" "target" "hit" 576
"s25" "gr1" "target" "hit" 707
"s25" "gr1" "target" "hit" 527
"s25" "gr1" "target" "hit" 647
"s25" "gr1" "target" "hit" 614
"s25" "gr1" "target" "hit" 473
"s25" "gr1" "target" "hit" 806
"s25" "gr1" "target" "hit" 447
"s25" "gr1" "target" "hit" 911
"s25" "gr1" "target" "hit" 482
"s25" "gr1" "target" "miss" 519
"s25" "gr1" "target" "miss" 551
"s25" "gr1" "target" "hit" 592
"s25" "gr1" "target" "hit" 494
"s25" "gr1" "lure" "c_r" 714
"s25" "gr1" "lure" "c_r" 1199
"s25" "gr1" "lure" "c_r" 733
"s25" "gr1" "lure" "c_r" 1136
"s25" "gr1" "lure" "c_r" 997
"s25" "gr1" "lure" "c_r" 820
"s25" "gr1" "lure" "c_r" 706
"s25" "gr1" "lure" "f_a" 678
"s25" "gr1" "lure" "c_r" 617
"s25" "gr1" "lure" "f_a" 678
"s25" "gr1" "lure" "c_r" 676
"s25" "gr1" "lure" "f_a" 1220
"s25" "gr1" "lure" "f_a" 672
"s25" "gr1" "lure" "c_r" 533
"s25" "gr1" "lure" "c_r" 760
"s25" "gr1" "lure" "f_a" 792
"s25" "gr1" "lure" "c_r" 730
"s25" "gr1" "lure" "f_a" 716
"s25" "gr1" "lure" "c_r" 688
"s25" "gr1" "lure" "c_r" 777
"s25" "gr1" "lure" "c_r" 645
"s25" "gr1" "lure" "c_r" 775
"s25" "gr1" "lure" "c_r" 640
"s25" "gr1" "lure" "f_a" 511
"s25" "gr1" "lure" "f_a" 582
"s25" "gr1" "lure" "c_r" 748
"s25" "gr1" "lure" "f_a" 667
"s25" "gr1" "lure" "c_r" 726
"s25" "gr1" "lure" "c_r" 626
"s25" "gr1" "lure" "c_r" 733
"s26" "gr1" "target" "miss" 1330
"s26" "gr1" "target" "hit" 1321
"s26" "gr1" "target" "hit" 881
"s26" "gr1" "target" "hit" 638
"s26" "gr1" "target" "hit" 1307
"s26" "gr1" "target" "hit" 944
"s26" "gr1" "target" "miss" 588
"s26" "gr1" "target" "hit" 963
"s26" "gr1" "target" "hit" 772
"s26" "gr1" "target" "hit" 1313
"s26" "gr1" "target" "hit" 1376
"s26" "gr1" "target" "hit" 838
"s26" "gr1" "target" "hit" 553
"s26" "gr1" "target" "hit" 708
"s26" "gr1" "target" "hit" 489
"s26" "gr1" "target" "hit" 1449
"s26" "gr1" "target" "hit" 1572
"s26" "gr1" "target" "hit" 938
"s26" "gr1" "target" "hit" 804
"s26" "gr1" "target" "miss" 352
"s26" "gr1" "target" "hit" 403
"s26" "gr1" "target" "hit" 547
"s26" "gr1" "target" "hit" 412
"s26" "gr1" "target" "hit" 552
"s26" "gr1" "target" "hit" 533
"s26" "gr1" "target" "hit" 1825
"s26" "gr1" "target" "hit" 1453
"s26" "gr1" "target" "hit" 826
"s26" "gr1" "target" "hit" 746
"s26" "gr1" "target" "hit" 448
"s26" "gr1" "lure" "c_r" 700
"s26" "gr1" "lure" "c_r" 539
"s26" "gr1" "lure" "c_r" 553
"s26" "gr1" "lure" "f_a" 815
"s26" "gr1" "lure" "c_r" 717
"s26" "gr1" "lure" "c_r" 946
"s26" "gr1" "lure" "c_r" 791
"s26" "gr1" "lure" "f_a" 715
"s26" "gr1" "lure" "c_r" 875
"s26" "gr1" "lure" "c_r" 930
"s26" "gr1" "lure" "f_a" 893
"s26" "gr1" "lure" "f_a" 1987
"s26" "gr1" "lure" "c_r" 697
"s26" "gr1" "lure" "c_r" 1136
"s26" "gr1" "lure" "f_a" 771
"s26" "gr1" "lure" "f_a" 736
"s26" "gr1" "lure" "c_r" 859
"s26" "gr1" "lure" "c_r" 934
"s26" "gr1" "lure" "f_a" 718
"s26" "gr1" "lure" "c_r" 586
"s26" "gr1" "lure" "c_r" 828
"s26" "gr1" "lure" "c_r" 578
"s26" "gr1" "lure" "c_r" 1177
"s26" "gr1" "lure" "c_r" 903
"s26" "gr1" "lure" "c_r" 831
"s26" "gr1" "lure" "c_r" 1001
"s26" "gr1" "lure" "c_r" 710
"s26" "gr1" "lure" "c_r" 1133
"s26" "gr1" "lure" "c_r" 629
"s26" "gr1" "lure" "c_r" 843
"s27" "gr1" "target" "hit" 551
"s27" "gr1" "target" "miss" 442
"s27" "gr1" "target" "hit" 678
"s27" "gr1" "target" "hit" 817
"s27" "gr1" "target" "miss" 576
"s27" "gr1" "target" "hit" 634
"s27" "gr1" "target" "hit" 413
"s27" "gr1" "target" "hit" 443
"s27" "gr1" "target" "hit" 858
"s27" "gr1" "target" "hit" 688
"s27" "gr1" "target" "hit" 476
"s27" "gr1" "target" "miss" 403
"s27" "gr1" "target" "hit" 424
"s27" "gr1" "target" "hit" 497
"s27" "gr1" "target" "hit" 597
"s27" "gr1" "target" "miss" 501
"s27" "gr1" "target" "miss" 575
"s27" "gr1" "target" "hit" 627
"s27" "gr1" "target" "hit" 572
"s27" "gr1" "target" "hit" 477
"s27" "gr1" "target" "hit" 1106
"s27" "gr1" "target" "hit" 927
"s27" "gr1" "target" "hit" 573
"s27" "gr1" "target" "hit" 944
"s27" "gr1" "target" "hit" 595
"s27" "gr1" "target" "hit" 678
"s27" "gr1" "target" "hit" 544
"s27" "gr1" "target" "hit" 873
"s27" "gr1" "target" "miss" 1076
"s27" "gr1" "target" "hit" 737
"s27" "gr1" "lure" "c_r" 649
"s27" "gr1" "lure" "f_a" 629
"s27" "gr1" "lure" "c_r" 616
"s27" "gr1" "lure" "f_a" 938
"s27" "gr1" "lure" "c_r" 634
"s27" "gr1" "lure" "c_r" 594
"s27" "gr1" "lure" "c_r" 903
"s27" "gr1" "lure" "c_r" 836
"s27" "gr1" "lure" "c_r" 694
"s27" "gr1" "lure" "f_a" 895
"s27" "gr1" "lure" "c_r" 604
"s27" "gr1" "lure" "c_r" 562
"s27" "gr1" "lure" "c_r" 785
"s27" "gr1" "lure" "c_r" 649
"s27" "gr1" "lure" "c_r" 968
"s27" "gr1" "lure" "c_r" 707
"s27" "gr1" "lure" "f_a" 643
"s27" "gr1" "lure" "f_a" 681
"s27" "gr1" "lure" "c_r" 912
"s27" "gr1" "lure" "c_r" 591
"s27" "gr1" "lure" "c_r" 653
"s27" "gr1" "lure" "c_r" 634
"s27" "gr1" "lure" "c_r" 578
"s27" "gr1" "lure" "c_r" 763
"s27" "gr1" "lure" "c_r" 761
"s27" "gr1" "lure" "c_r" 531
"s27" "gr1" "lure" "c_r" 656
"s27" "gr1" "lure" "c_r" 600
"s27" "gr1" "lure" "f_a" 910
"s27" "gr1" "lure" "f_a" 431
"s28" "gr1" "target" "hit" 469
"s28" "gr1" "target" "hit" 537
"s28" "gr1" "target" "hit" 505
"s28" "gr1" "target" "hit" 635
"s28" "gr1" "target" "hit" 451
"s28" "gr1" "target" "hit" 616
"s28" "gr1" "target" "miss" 259
"s28" "gr1" "target" "hit" 698
"s28" "gr1" "target" "hit" 433
"s28" "gr1" "target" "hit" 430
"s28" "gr1" "target" "hit" 738
"s28" "gr1" "target" "hit" 756
"s28" "gr1" "target" "hit" 614
"s28" "gr1" "target" "hit" 547
"s28" "gr1" "target" "hit" 469
"s28" "gr1" "target" "hit" 649
"s28" "gr1" "target" "hit" 723
"s28" "gr1" "target" "hit" 478
"s28" "gr1" "target" "hit" 437
"s28" "gr1" "target" "miss" 418
"s28" "gr1" "target" "miss" 516
"s28" "gr1" "target" "hit" 778
"s28" "gr1" "target" "hit" 385
"s28" "gr1" "target" "miss" 562
"s28" "gr1" "target" "miss" 570
"s28" "gr1" "target" "hit" 509
"s28" "gr1" "target" "miss" 817
"s28" "gr1" "target" "hit" 413
"s28" "gr1" "target" "hit" 454
"s28" "gr1" "target" "miss" 470
"s28" "gr1" "lure" "f_a" 904
"s28" "gr1" "lure" "c_r" 621
"s28" "gr1" "lure" "f_a" 816
"s28" "gr1" "lure" "c_r" 639
"s28" "gr1" "lure" "c_r" 550
"s28" "gr1" "lure" "c_r" 966
"s28" "gr1" "lure" "c_r" 577
"s28" "gr1" "lure" "c_r" 1251
"s28" "gr1" "lure" "c_r" 457
"s28" "gr1" "lure" "c_r" 855
"s28" "gr1" "lure" "f_a" 695
"s28" "gr1" "lure" "c_r" 540
"s28" "gr1" "lure" "c_r" 824
"s28" "gr1" "lure" "c_r" 747
"s28" "gr1" "lure" "c_r" 791
"s28" "gr1" "lure" "c_r" 791
"s28" "gr1" "lure" "c_r" 578
"s28" "gr1" "lure" "f_a" 462
"s28" "gr1" "lure" "c_r" 769
"s28" "gr1" "lure" "c_r" 486
"s28" "gr1" "lure" "c_r" 477
"s28" "gr1" "lure" "c_r" 676
"s28" "gr1" "lure" "c_r" 855
"s28" "gr1" "lure" "c_r" 587
"s28" "gr1" "lure" "f_a" 438
"s28" "gr1" "lure" "f_a" 508
"s28" "gr1" "lure" "c_r" 659
"s28" "gr1" "lure" "c_r" 729
"s28" "gr1" "lure" "f_a" 569
"s28" "gr1" "lure" "c_r" 710
"s29" "gr1" "target" "miss" 637
"s29" "gr1" "target" "hit" 698
"s29" "gr1" "target" "miss" 581
"s29" "gr1" "target" "hit" 900
"s29" "gr1" "target" "hit" 552
"s29" "gr1" "target" "hit" 487
"s29" "gr1" "target" "hit" 600
"s29" "gr1" "target" "miss" 724
"s29" "gr1" "target" "miss" 717
"s29" "gr1" "target" "hit" 816
"s29" "gr1" "target" "miss" 681
"s29" "gr1" "target" "hit" 770
"s29" "gr1" "target" "hit" 487
"s29" "gr1" "target" "hit" 662
"s29" "gr1" "target" "miss" 749
"s29" "gr1" "target" "hit" 663
"s29" "gr1" "target" "hit" 1204
"s29" "gr1" "target" "miss" 473
"s29" "gr1" "target" "hit" 638
"s29" "gr1" "target" "miss" 1027
"s29" "gr1" "target" "hit" 619
"s29" "gr1" "target" "miss" 759
"s29" "gr1" "target" "hit" 614
"s29" "gr1" "target" "miss" 662
"s29" "gr1" "target" "miss" 804
"s29" "gr1" "target" "hit" 643
"s29" "gr1" "target" "miss" 789
"s29" "gr1" "target" "miss" 814
"s29" "gr1" "target" "hit" 878
"s29" "gr1" "target" "hit" 821
"s29" "gr1" "lure" "c_r" 876
"s29" "gr1" "lure" "c_r" 749
"s29" "gr1" "lure" "c_r" 1047
"s29" "gr1" "lure" "f_a" 753
"s29" "gr1" "lure" "c_r" 905
"s29" "gr1" "lure" "c_r" 478
"s29" "gr1" "lure" "c_r" 395
"s29" "gr1" "lure" "c_r" 616
"s29" "gr1" "lure" "c_r" 490
"s29" "gr1" "lure" "f_a" 452
"s29" "gr1" "lure" "c_r" 475
"s29" "gr1" "lure" "c_r" 946
"s29" "gr1" "lure" "c_r" 345
"s29" "gr1" "lure" "f_a" 777
"s29" "gr1" "lure" "c_r" 468
"s29" "gr1" "lure" "f_a" 550
"s29" "gr1" "lure" "f_a" 457
"s29" "gr1" "lure" "c_r" 815
"s29" "gr1" "lure" "c_r" 370
"s29" "gr1" "lure" "c_r" 898
"s29" "gr1" "lure" "c_r" 895
"s29" "gr1" "lure" "c_r" 645
"s29" "gr1" "lure" "c_r" 702
"s29" "gr1" "lure" "c_r" 763
"s29" "gr1" "lure" "c_r" 316
"s29" "gr1" "lure" "c_r" 612
"s29" "gr1" "lure" "c_r" 951
"s29" "gr1" "lure" "c_r" 696
"s29" "gr1" "lure" "c_r" 521
"s29" "gr1" "lure" "c_r" 617
"s30" "gr1" "target" "miss" 701
"s30" "gr1" "target" "hit" 657
"s30" "gr1" "target" "hit" 744
"s30" "gr1" "target" "hit" 691
"s30" "gr1" "target" "hit" 701
"s30" "gr1" "target" "hit" 642
"s30" "gr1" "target" "miss" 554
"s30" "gr1" "target" "hit" 777
"s30" "gr1" "target" "hit" 560
"s30" "gr1" "target" "miss" 758
"s30" "gr1" "target" "hit" 984
"s30" "gr1" "target" "hit" 543
"s30" "gr1" "target" "hit" 670
"s30" "gr1" "target" "hit" 687
"s30" "gr1" "target" "hit" 693
"s30" "gr1" "target" "hit" 711
"s30" "gr1" "target" "hit" 579
"s30" "gr1" "target" "miss" 561
"s30" "gr1" "target" "hit" 824
"s30" "gr1" "target" "miss" 598
"s30" "gr1" "target" "miss" 486
"s30" "gr1" "target" "miss" 715
"s30" "gr1" "target" "hit" 468
"s30" "gr1" "target" "hit" 593
"s30" "gr1" "target" "miss" 704
"s30" "gr1" "target" "hit" 853
"s30" "gr1" "target" "miss" 654
"s30" "gr1" "target" "miss" 732
"s30" "gr1" "target" "miss" 880
"s30" "gr1" "target" "hit" 777
"s30" "gr1" "lure" "c_r" 665
"s30" "gr1" "lure" "c_r" 595
"s30" "gr1" "lure" "c_r" 956
"s30" "gr1" "lure" "c_r" 699
"s30" "gr1" "lure" "c_r" 738
"s30" "gr1" "lure" "c_r" 475
"s30" "gr1" "lure" "f_a" 584
"s30" "gr1" "lure" "c_r" 582
"s30" "gr1" "lure" "c_r" 544
"s30" "gr1" "lure" "c_r" 764
"s30" "gr1" "lure" "f_a" 1059
"s30" "gr1" "lure" "f_a" 612
"s30" "gr1" "lure" "f_a" 499
"s30" "gr1" "lure" "c_r" 531
"s30" "gr1" "lure" "c_r" 598
"s30" "gr1" "lure" "c_r" 477
"s30" "gr1" "lure" "f_a" 541
"s30" "gr1" "lure" "c_r" 676
"s30" "gr1" "lure" "c_r" 465
"s30" "gr1" "lure" "f_a" 424
"s30" "gr1" "lure" "c_r" 553
"s30" "gr1" "lure" "c_r" 534
"s30" "gr1" "lure" "c_r" 639
"s30" "gr1" "lure" "c_r" 475
"s30" "gr1" "lure" "c_r" 1311
"s30" "gr1" "lure" "c_r" 509
"s30" "gr1" "lure" "f_a" 681
"s30" "gr1" "lure" "c_r" 544
"s30" "gr1" "lure" "c_r" 513
"s30" "gr1" "lure" "c_r" 550
"s31" "gr1" "target" "miss" 728
"s31" "gr1" "target" "hit" 433
"s31" "gr1" "target" "hit" 703
"s31" "gr1" "target" "hit" 488
"s31" "gr1" "target" "hit" 720
"s31" "gr1" "target" "miss" 866
"s31" "gr1" "target" "hit" 631
"s31" "gr1" "target" "hit" 828
"s31" "gr1" "target" "hit" 581
"s31" "gr1" "target" "hit" 946
"s31" "gr1" "target" "hit" 592
"s31" "gr1" "target" "hit" 577
"s31" "gr1" "target" "miss" 539
"s31" "gr1" "target" "hit" 877
"s31" "gr1" "target" "hit" 701
"s31" "gr1" "target" "hit" 930
"s31" "gr1" "target" "hit" 679
"s31" "gr1" "target" "hit" 781
"s31" "gr1" "target" "miss" 888
"s31" "gr1" "target" "hit" 567
"s31" "gr1" "target" "hit" 450
"s31" "gr1" "target" "hit" 737
"s31" "gr1" "target" "hit" 757
"s31" "gr1" "target" "hit" 624
"s31" "gr1" "target" "hit" 476
"s31" "gr1" "target" "hit" 594
"s31" "gr1" "target" "hit" 780
"s31" "gr1" "target" "hit" 922
"s31" "gr1" "target" "hit" 804
"s31" "gr1" "target" "hit" 630
"s31" "gr1" "lure" "c_r" 725
"s31" "gr1" "lure" "c_r" 736
"s31" "gr1" "lure" "c_r" 811
"s31" "gr1" "lure" "c_r" 601
"s31" "gr1" "lure" "c_r" 835
"s31" "gr1" "lure" "f_a" 1077
"s31" "gr1" "lure" "f_a" 538
"s31" "gr1" "lure" "c_r" 668
"s31" "gr1" "lure" "c_r" 612
"s31" "gr1" "lure" "c_r" 1111
"s31" "gr1" "lure" "c_r" 877
"s31" "gr1" "lure" "f_a" 738
"s31" "gr1" "lure" "c_r" 696
"s31" "gr1" "lure" "c_r" 715
"s31" "gr1" "lure" "c_r" 594
"s31" "gr1" "lure" "c_r" 635
"s31" "gr1" "lure" "c_r" 1194
"s31" "gr1" "lure" "c_r" 888
"s31" "gr1" "lure" "c_r" 653
"s31" "gr1" "lure" "c_r" 630
"s31" "gr1" "lure" "f_a" 639
"s31" "gr1" "lure" "c_r" 681
"s31" "gr1" "lure" "c_r" 630
"s31" "gr1" "lure" "c_r" 670
"s31" "gr1" "lure" "c_r" 529
"s31" "gr1" "lure" "f_a" 915
"s31" "gr1" "lure" "f_a" 799
"s31" "gr1" "lure" "c_r" 744
"s31" "gr1" "lure" "f_a" 691
"s31" "gr1" "lure" "f_a" 1054
"s32" "gr1" "target" "miss" 581
"s32" "gr1" "target" "hit" 813
"s32" "gr1" "target" "hit" 545
"s32" "gr1" "target" "miss" 944
"s32" "gr1" "target" "hit" 431
"s32" "gr1" "target" "hit" 754
"s32" "gr1" "target" "hit" 562
"s32" "gr1" "target" "miss" 773
"s32" "gr1" "target" "hit" 1142
"s32" "gr1" "target" "hit" 838
"s32" "gr1" "target" "miss" 695
"s32" "gr1" "target" "hit" 804
"s32" "gr1" "target" "miss" 511
"s32" "gr1" "target" "miss" 479
"s32" "gr1" "target" "miss" 464
"s32" "gr1" "target" "miss" 936
"s32" "gr1" "target" "hit" 455
"s32" "gr1" "target" "hit" 600
"s32" "gr1" "target" "hit" 481
"s32" "gr1" "target" "miss" 799
"s32" "gr1" "target" "hit" 431
"s32" "gr1" "target" "hit" 439
"s32" "gr1" "target" "hit" 870
"s32" "gr1" "target" "hit" 764
"s32" "gr1" "target" "hit" 443
"s32" "gr1" "target" "hit" 976
"s32" "gr1" "target" "miss" 512
"s32" "gr1" "target" "hit" 730
"s32" "gr1" "target" "hit" 488
"s32" "gr1" "target" "miss" 529
"s32" "gr1" "lure" "c_r" 634
"s32" "gr1" "lure" "c_r" 1505
"s32" "gr1" "lure" "c_r" 700
"s32" "gr1" "lure" "f_a" 1207
"s32" "gr1" "lure" "c_r" 854
"s32" "gr1" "lure" "c_r" 538
"s32" "gr1" "lure" "f_a" 673
"s32" "gr1" "lure" "c_r" 992
"s32" "gr1" "lure" "c_r" 627
"s32" "gr1" "lure" "f_a" 969
"s32" "gr1" "lure" "f_a" 485
"s32" "gr1" "lure" "f_a" 743
"s32" "gr1" "lure" "c_r" 539
"s32" "gr1" "lure" "c_r" 1056
"s32" "gr1" "lure" "f_a" 919
"s32" "gr1" "lure" "f_a" 651
"s32" "gr1" "lure" "c_r" 824
"s32" "gr1" "lure" "f_a" 803
"s32" "gr1" "lure" "c_r" 829
"s32" "gr1" "lure" "c_r" 505
"s32" "gr1" "lure" "c_r" 1000
"s32" "gr1" "lure" "f_a" 835
"s32" "gr1" "lure" "c_r" 447
"s32" "gr1" "lure" "c_r" 921
"s32" "gr1" "lure" "c_r" 748
"s32" "gr1" "lure" "f_a" 716
"s32" "gr1" "lure" "c_r" 630
"s32" "gr1" "lure" "c_r" 1434
"s32" "gr1" "lure" "f_a" 807
"s32" "gr1" "lure" "c_r" 816
"s33" "gr1" "target" "miss" 568
"s33" "gr1" "target" "hit" 501
"s33" "gr1" "target" "miss" 734
"s33" "gr1" "target" "miss" 802
"s33" "gr1" "target" "hit" 580
"s33" "gr1" "target" "hit" 485
"s33" "gr1" "target" "miss" 479
"s33" "gr1" "target" "miss" 987
"s33" "gr1" "target" "hit" 682
"s33" "gr1" "target" "hit" 478
"s33" "gr1" "target" "hit" 540
"s33" "gr1" "target" "miss" 872
"s33" "gr1" "target" "hit" 734
"s33" "gr1" "target" "miss" 593
"s33" "gr1" "target" "miss" 865
"s33" "gr1" "target" "hit" 460
"s33" "gr1" "target" "miss" 1408
"s33" "gr1" "target" "miss" 890
"s33" "gr1" "target" "hit" 538
"s33" "gr1" "target" "hit" 769
"s33" "gr1" "target" "miss" 555
"s33" "gr1" "target" "hit" 837
"s33" "gr1" "target" "miss" 392
"s33" "gr1" "target" "hit" 612
"s33" "gr1" "target" "miss" 607
"s33" "gr1" "target" "hit" 295
"s33" "gr1" "target" "hit" 694
"s33" "gr1" "target" "hit" 505
"s33" "gr1" "target" "miss" 705
"s33" "gr1" "target" "hit" 455
"s33" "gr1" "lure" "f_a" 962
"s33" "gr1" "lure" "c_r" 1093
"s33" "gr1" "lure" "c_r" 654
"s33" "gr1" "lure" "c_r" 646
"s33" "gr1" "lure" "c_r" 571
"s33" "gr1" "lure" "c_r" 760
"s33" "gr1" "lure" "c_r" 803
"s33" "gr1" "lure" "f_a" 735
"s33" "gr1" "lure" "f_a" 556
"s33" "gr1" "lure" "c_r" 820
"s33" "gr1" "lure" "c_r" 892
"s33" "gr1" "lure" "f_a" 820
"s33" "gr1" "lure" "c_r" 1273
"s33" "gr1" "lure" "c_r" 930
"s33" "gr1" "lure" "c_r" 776
"s33" "gr1" "lure" "c_r" 1134
"s33" "gr1" "lure" "c_r" 596
"s33" "gr1" "lure" "c_r" 689
"s33" "gr1" "lure" "c_r" 996
"s33" "gr1" "lure" "c_r" 833
"s33" "gr1" "lure" "c_r" 778
"s33" "gr1" "lure" "c_r" 646
"s33" "gr1" "lure" "c_r" 657
"s33" "gr1" "lure" "c_r" 616
"s33" "gr1" "lure" "f_a" 807
"s33" "gr1" "lure" "c_r" 493
"s33" "gr1" "lure" "f_a" 1106
"s33" "gr1" "lure" "f_a" 507
"s33" "gr1" "lure" "c_r" 1095
"s33" "gr1" "lure" "c_r" 623
"s34" "gr1" "target" "hit" 892
"s34" "gr1" "target" "hit" 497
"s34" "gr1" "target" "hit" 635
"s34" "gr1" "target" "hit" 837
"s34" "gr1" "target" "hit" 485
"s34" "gr1" "target" "hit" 639
"s34" "gr1" "target" "hit" 544
"s34" "gr1" "target" "hit" 523
"s34" "gr1" "target" "hit" 544
"s34" "gr1" "target" "hit" 611
"s34" "gr1" "target" "miss" 786
"s34" "gr1" "target" "hit" 611
"s34" "gr1" "target" "hit" 686
"s34" "gr1" "target" "hit" 926
"s34" "gr1" "target" "hit" 470
"s34" "gr1" "target" "miss" 845
"s34" "gr1" "target" "hit" 477
"s34" "gr1" "target" "hit" 693
"s34" "gr1" "target" "hit" 407
"s34" "gr1" "target" "hit" 546
"s34" "gr1" "target" "hit" 1084
"s34" "gr1" "target" "hit" 564
"s34" "gr1" "target" "hit" 735
"s34" "gr1" "target" "hit" 768
"s34" "gr1" "target" "hit" 502
"s34" "gr1" "target" "hit" 560
"s34" "gr1" "target" "miss" 1302
"s34" "gr1" "target" "hit" 539
"s34" "gr1" "target" "hit" 544
"s34" "gr1" "target" "hit" 611
"s34" "gr1" "lure" "f_a" 690
"s34" "gr1" "lure" "f_a" 509
"s34" "gr1" "lure" "c_r" 585
"s34" "gr1" "lure" "c_r" 486
"s34" "gr1" "lure" "c_r" 516
"s34" "gr1" "lure" "f_a" 732
"s34" "gr1" "lure" "c_r" 517
"s34" "gr1" "lure" "c_r" 787
"s34" "gr1" "lure" "c_r" 466
"s34" "gr1" "lure" "c_r" 608
"s34" "gr1" "lure" "f_a" 520
"s34" "gr1" "lure" "f_a" 868
"s34" "gr1" "lure" "c_r" 958
"s34" "gr1" "lure" "c_r" 546
"s34" "gr1" "lure" "c_r" 842
"s34" "gr1" "lure" "c_r" 565
"s34" "gr1" "lure" "c_r" 692
"s34" "gr1" "lure" "c_r" 703
"s34" "gr1" "lure" "c_r" 898
"s34" "gr1" "lure" "f_a" 483
"s34" "gr1" "lure" "f_a" 1202
"s34" "gr1" "lure" "c_r" 593
"s34" "gr1" "lure" "c_r" 931
"s34" "gr1" "lure" "c_r" 744
"s34" "gr1" "lure" "c_r" 516
"s34" "gr1" "lure" "c_r" 688
"s34" "gr1" "lure" "c_r" 727
"s34" "gr1" "lure" "f_a" 507
"s34" "gr1" "lure" "c_r" 796
"s34" "gr1" "lure" "c_r" 685
"s35" "gr1" "target" "hit" 505
"s35" "gr1" "target" "hit" 842
"s35" "gr1" "target" "miss" 996
"s35" "gr1" "target" "hit" 1025
"s35" "gr1" "target" "hit" 451
"s35" "gr1" "target" "hit" 553
"s35" "gr1" "target" "miss" 598
"s35" "gr1" "target" "hit" 476
"s35" "gr1" "target" "hit" 904
"s35" "gr1" "target" "hit" 1079
"s35" "gr1" "target" "hit" 689
"s35" "gr1" "target" "hit" 530
"s35" "gr1" "target" "hit" 493
"s35" "gr1" "target" "hit" 587
"s35" "gr1" "target" "hit" 1205
"s35" "gr1" "target" "hit" 590
"s35" "gr1" "target" "hit" 484
"s35" "gr1" "target" "hit" 608
"s35" "gr1" "target" "hit" 1099
"s35" "gr1" "target" "hit" 800
"s35" "gr1" "target" "hit" 501
"s35" "gr1" "target" "hit" 1791
"s35" "gr1" "target" "hit" 683
"s35" "gr1" "target" "hit" 505
"s35" "gr1" "target" "hit" 440
"s35" "gr1" "target" "miss" 588
"s35" "gr1" "target" "miss" 511
"s35" "gr1" "target" "hit" 1250
"s35" "gr1" "target" "hit" 975
"s35" "gr1" "target" "hit" 551
"s35" "gr1" "lure" "c_r" 922
"s35" "gr1" "lure" "f_a" 1028
"s35" "gr1" "lure" "c_r" 598
"s35" "gr1" "lure" "f_a" 384
"s35" "gr1" "lure" "c_r" 1033
"s35" "gr1" "lure" "c_r" 898
"s35" "gr1" "lure" "f_a" 1054
"s35" "gr1" "lure" "c_r" 479
"s35" "gr1" "lure" "c_r" 832
"s35" "gr1" "lure" "c_r" 858
"s35" "gr1" "lure" "f_a" 1381
"s35" "gr1" "lure" "c_r" 1182
"s35" "gr1" "lure" "c_r" 1086
"s35" "gr1" "lure" "c_r" 566
